b1521,K00041,GO:0019698,GO:0009026,,,,,,,
b1850,K01625,GO:0009255,GO:0008675,GO:0008700,GO:0008948,GO:0016833,GO:0042802,GO:0106009,GO:0005829,GO:0016020
b3091,K01685,GO:0019698,GO:0008198,,,,,,,
b3092,K01812,GO:0019698,GO:0042840,,,,,,,
b3526,K00874,GO:0006974,GO:0019698,GO:0042840,GO:0008673,GO:0005829,,,,
