b0767,K07404,GO:0006098,GO:0017057,GO:0005829,,,,
b1852,K00036,GO:0006006,GO:0006098,GO:0009372,GO:0004345,GO:0005515,GO:0042802,GO:0005829
b2029,K00033,GO:0006098,GO:0046177,GO:0004616,GO:0042802,GO:0042803,GO:0097216,GO:0005829
,,,,,,,,
,,,,,,,,
,,,,,,,,
