b0311,K00108,GO:0006970,GO:0019285,GO:0008812,GO:0016020,,,,
b0312,K00130,GO:0006970,GO:0010165,GO:0019285,GO:0051289,GO:0008802,GO:0042802,GO:0005829,GO:0032991
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
