b0242,K00931,GO:0006561,GO:0055129,GO:0000287,GO:0004349,GO:0042802,GO:0042803,GO:1901973,GO:0005829
b0243,K00147,GO:0006561,GO:0055129,GO:0004350,GO:0005515,GO:0042802,GO:0005829,,
b0386,K00286,GO:0055129,GO:0004735,GO:0042802,GO:0005829,,,,
