ERG10,K00626,GO:0006696,GO:0003985,GO:0005737,GO:0005634,,,
ERG13,K01641,GO:0006696,GO:0004421,GO:0005634,,,,
HMG1,K00021,GO:0006696,GO:0019287,GO:0004420,GO:0005635,GO:0005789,GO:0034399,
HMG2,K00021,GO:0006696,GO:0004420,GO:0000502,GO:0005635,GO:0005789,GO:0005783,GO:0034399
ERG12,K00869,GO:0006696,GO:0010142,GO:0019287,GO:0004496,GO:0005634,GO:0005737,GO:0005829
ERG8,K00938,GO:0006696,GO:0010142,GO:0019287,GO:0031388,GO:0004631,GO:0005634,GO:0005737
MVD1,K01597,GO:0016126,GO:0004163,GO:0005737,,,,
IDI1,K01823,GO:0045337,GO:0004452,GO:0005634,GO:0005737,GO:0005829,,
